D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_19_696.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_19_696.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_19_696.jpg, 0, 0, 0, 7.819745E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_19_799.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_19_799.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_19_799.jpg, 0, 0, 0, 7.826274E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_19_905.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_19_905.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_19_905.jpg, 0, 0, 0, 7.807263E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_005.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_005.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_005.jpg, 0, 0, 0, 7.94822E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_109.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_109.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_109.jpg, 0, 0, 0, 7.831985E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_210.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_210.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_210.jpg, 0, 0, 0, 7.792677E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_315.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_315.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_315.jpg, 0, 0, 0, 7.86023E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_420.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_420.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_420.jpg, 0, 0, 0, 7.780856E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_525.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_525.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_525.jpg, 0, 0, 0, 7.840218E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_627.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_627.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_627.jpg, 0, 0, 0, 7.808462E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_727.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_727.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_727.jpg, 0, 0, 0, 7.808262E-05
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_829.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_829.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_829.jpg, 0, 0.2641995, 0, 0.1960476
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_20_934.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_20_934.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_20_934.jpg, 0, 0.6145392, 0, 0.8532324
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_038.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_038.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_038.jpg, 0, 0.9268812, 0, 1.850831
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_139.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_139.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_139.jpg, -0.0974679, 1, 0, 3.008551
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_241.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_241.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_241.jpg, -0.3774753, 1, 0, 4.162916
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_348.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_348.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_348.jpg, -0.0772614, 1, 0, 5.328425
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_449.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_449.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_449.jpg, 0, 1, 0, 6.478535
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_551.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_551.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_551.jpg, 0, 1, 0, 7.62021
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_655.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_655.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_655.jpg, -0.3142938, 1, 0, 8.951101
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_761.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_761.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_761.jpg, -0.2619819, 1, 0, 10.0333
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_867.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_867.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_867.jpg, 0, 1, 0, 11.1322
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_21_967.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_21_967.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_21_967.jpg, 0, 1, 0, 11.97611
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_069.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_069.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_069.jpg, -0.09115169, 1, 0, 13.25488
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_173.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_173.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_173.jpg, -0.4424847, 1, 0, 14.59424
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_275.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_275.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_275.jpg, -0.1354647, 1, 0, 15.41731
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_375.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_375.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_375.jpg, 0, 1, 0, 16.70295
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_477.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_477.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_477.jpg, 0, 1, 0, 17.54316
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_578.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_578.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_578.jpg, -0.3015081, 1, 0, 18.72182
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_684.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_684.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_684.jpg, -0.4254807, 1, 0, 19.48278
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_791.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_791.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_791.jpg, -0.1258692, 1, 0, 20.61611
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_894.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_894.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_894.jpg, 0, 1, 0, 21.77883
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_22_996.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_22_996.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_22_996.jpg, -0.3076341, 1, 0, 22.6971
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_098.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_098.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_098.jpg, -0.6138867, 1, 0, 23.51321
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_202.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_202.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_202.jpg, -0.3225242, 1, 0, 24.44898
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_311.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_311.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_311.jpg, -0.02774389, 1, 0, 25.4174
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_416.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_416.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_416.jpg, 0, 1, 0, 26.54397
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_519.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_519.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_519.jpg, 0, 0.9745714, 0, 27.48419
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_623.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_623.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_623.jpg, 0, 0.686197, 0, 28.21467
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_727.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_727.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_727.jpg, 0, 0.3741142, 0, 28.5646
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_830.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_830.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_830.jpg, -0.262131, 0.08654436, 0, 28.48559
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_23_934.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_23_934.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_23_934.jpg, -0.216846, 0, 0, 28.03859
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_035.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_035.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_035.jpg, 0, 0, 0, 27.75388
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_142.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_142.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_142.jpg, 0, 0, 0, 27.47153
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_246.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_246.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_246.jpg, -0.051159, 0, 0, 27.19496
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_353.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_353.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_353.jpg, -0.1847691, 0, 0, 26.80964
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_459.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_459.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_459.jpg, 0, 0, 0, 26.53801
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_565.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_565.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_565.jpg, -0.1015752, 0, 0, 26.2692
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_667.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_667.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_667.jpg, -0.1458549, 0, 0, 25.96061
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_773.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_773.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_773.jpg, 0, 0, 0, 25.64236
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_875.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_875.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_875.jpg, -0.3037566, 0, 0, 25.34577
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_24_976.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_24_976.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_24_976.jpg, -0.2777586, 0, 0, 24.99454
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_080.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_080.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_080.jpg, 0, 0, 0, 24.74492
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_188.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_188.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_188.jpg, 0, 0, 0, 24.48946
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_293.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_293.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_293.jpg, 0, 0, 0, 24.19384
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_399.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_399.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_399.jpg, 0, 0.08036131, 0, 23.95091
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_500.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_500.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_500.jpg, 0, 0.3613107, 0, 23.99881
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_601.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_601.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_601.jpg, 0, 0.08336638, 0, 24.04896
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_705.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_705.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_705.jpg, 0, 0, 0, 23.80681
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_806.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_806.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_806.jpg, -0.2754201, 0, 0, 23.52765
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_25_907.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_25_907.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_25_907.jpg, -0.02698145, 0, 0, 23.28224
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_26_014.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_26_014.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_26_014.jpg, 0, 0, 0, 22.99815
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_26_121.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_26_121.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_26_121.jpg, 0, 0.171297, 0, 22.80667
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_26_225.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_26_225.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_26_225.jpg, 0, 0.452706, 0, 22.96372
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_26_326.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_26_326.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_26_326.jpg, 0, 0.5341553, 0, 23.45537
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_26_431.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_26_431.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_26_431.jpg, 0, 0.2421059, 0, 23.66315
D:\Softwares\simulator-windows-64\Driving Data\IMG\center_2023_05_13_16_04_26_533.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\left_2023_05_13_16_04_26_533.jpg, D:\Softwares\simulator-windows-64\Driving Data\IMG\right_2023_05_13_16_04_26_533.jpg, -0.3040863, 0, 0, 23.40139
